y_true,y_pred,y_prob,idx,actual_cum_rate,predicted_cum_rate
0,1,0.4820985808368171,64,0.1076923076923077,0.4
1,0,0.3448964086706866,65,0.12121212121212122,0.3939393939393939
0,0,0.43768966208820465,66,0.11940298507462686,0.3880597014925373
0,1,0.5293184057625655,67,0.11764705882352941,0.39705882352941174
0,0,0.23685474440845877,68,0.11594202898550725,0.391304347826087
0,1,0.4567969839689582,69,0.11428571428571428,0.4
0,1,0.599685681236526,70,0.11267605633802817,0.4084507042253521
0,0,0.3911412906003624,71,0.1111111111111111,0.4027777777777778
0,0,0.3613194323683402,72,0.1095890410958904,0.3972602739726027
1,1,0.4930709986849299,73,0.12162162162162163,0.40540540540540543
0,1,0.49535105735897156,74,0.12,0.41333333333333333
1,1,0.5585452494575469,75,0.13157894736842105,0.42105263157894735
0,0,0.3867645699087867,76,0.12987012987012986,0.4155844155844156
0,0,0.40114072188704153,77,0.1282051282051282,0.41025641025641024
0,0,0.3990551398917472,78,0.12658227848101267,0.4050632911392405
0,1,0.5605288925576135,79,0.125,0.4125
0,1,0.5336606974101914,80,0.12345679012345678,0.41975308641975306
0,1,0.4861288070898232,81,0.12195121951219512,0.4268292682926829
0,0,0.4299251386431999,82,0.12048192771084337,0.42168674698795183
0,1,0.49866014630715433,83,0.11904761904761904,0.42857142857142855
0,1,0.5498291857272479,84,0.11764705882352941,0.43529411764705883
0,0,0.428875161592731,85,0.11627906976744186,0.43023255813953487
1,1,0.6027281966289108,86,0.12643678160919541,0.4367816091954023
0,0,0.4165481671295247,87,0.125,0.4318181818181818
1,1,0.47807952093356487,88,0.1348314606741573,0.43820224719101125
0,0,0.4004163283842172,89,0.13333333333333333,0.43333333333333335
0,1,0.528369349729671,90,0.13186813186813187,0.43956043956043955
0,1,0.488033736321014,91,0.13043478260869565,0.44565217391304346
1,1,0.5135823649975853,92,0.13978494623655913,0.45161290322580644
0,0,0.39270005672789415,93,0.13829787234042554,0.44680851063829785
0,1,0.5256679080125841,94,0.1368421052631579,0.45263157894736844
0,0,0.3471730649705402,95,0.13541666666666666,0.4479166666666667
0,0,0.4394745340106264,96,0.13402061855670103,0.44329896907216493
0,0,0.32053793921480656,97,0.1326530612244898,0.4387755102040816
0,0,0.3592988916256983,98,0.13131313131313133,0.43434343434343436
0,0,0.4125012820007301,99,0.13,0.43
0,0,0.35882813188039486,100,0.12871287128712872,0.42574257425742573
0,1,0.48346316243536946,101,0.12745098039215685,0.43137254901960786
0,1,0.6290879258176924,102,0.1262135922330097,0.4368932038834951
0,0,0.23655909873075792,103,0.125,0.4326923076923077
0,0,0.28289432741539683,104,0.12380952380952381,0.42857142857142855
0,0,0.24235955225179168,105,0.12264150943396226,0.42452830188679247
0,0,0.34189770875550957,106,0.12149532710280374,0.4205607476635514
0,0,0.2774182450645234,107,0.12037037037037036,0.4166666666666667
0,1,0.4764853514241782,108,0.11926605504587157,0.42201834862385323
0,1,0.577994305322522,109,0.11818181818181818,0.42727272727272725
0,0,0.27667609661951487,110,0.11711711711711711,0.42342342342342343
0,0,0.39184108340006374,111,0.11607142857142858,0.41964285714285715
0,0,0.31667141687939326,112,0.11504424778761062,0.415929203539823
0,0,0.40500131961125846,113,0.11403508771929824,0.41228070175438597
0,1,0.46482239064168784,114,0.11304347826086956,0.41739130434782606
0,0,0.444949950992837,115,0.11206896551724138,0.41379310344827586
0,0,0.25840039548663196,116,0.1111111111111111,0.41025641025641024
0,0,0.2694678800831251,117,0.11016949152542373,0.4067796610169492
1,1,0.45977872812951864,118,0.11764705882352941,0.4117647058823529
0,1,0.4529079898848599,119,0.11666666666666667,0.4166666666666667
0,1,0.5684881488527993,120,0.11570247933884298,0.4214876033057851
0,0,0.36580217247620156,121,0.11475409836065574,0.4180327868852459
0,0,0.3622937196702627,122,0.11382113821138211,0.4146341463414634
0,1,0.699104619155859,123,0.11290322580645161,0.41935483870967744
0,0,0.3294857031551237,124,0.112,0.416
0,0,0.3346670452897446,125,0.1111111111111111,0.4126984126984127
0,1,0.6063729540644914,126,0.11023622047244094,0.41732283464566927
0,0,0.3415185830781872,127,0.109375,0.4140625
0,0,0.3159707956492035,128,0.10852713178294573,0.4108527131782946
0,0,0.4076517618223532,129,0.1076923076923077,0.4076923076923077
1,0,0.22234328126141914,130,0.11450381679389313,0.40458015267175573
1,1,0.5693527396268697,131,0.12121212121212122,0.4090909090909091
0,0,0.22241341146312235,132,0.12030075187969924,0.40601503759398494
0,0,0.3935703820005399,133,0.11940298507462686,0.40298507462686567
0,0,0.40355866408384894,134,0.11851851851851852,0.4
0,0,0.4403628409602257,135,0.11764705882352941,0.39705882352941174
0,0,0.4279014671079911,136,0.11678832116788321,0.39416058394160586
0,0,0.2554574118620737,137,0.11594202898550725,0.391304347826087
0,0,0.3945770343215835,138,0.11510791366906475,0.38848920863309355
0,0,0.4353421740817837,139,0.11428571428571428,0.38571428571428573
0,0,0.4019067606421894,140,0.11347517730496454,0.3829787234042553
0,0,0.3896660180161569,141,0.11267605633802817,0.38028169014084506
0,0,0.42740245420067396,142,0.11188811188811189,0.3776223776223776
0,0,0.4127688643328294,143,0.1111111111111111,0.375
1,1,0.48359357300171507,144,0.11724137931034483,0.3793103448275862
0,1,0.46463986408111735,145,0.11643835616438356,0.3835616438356164
0,0,0.4486279705513402,146,0.11564625850340136,0.38095238095238093
0,0,0.2955606676101329,147,0.11486486486486487,0.3783783783783784
0,0,0.37414517250643464,148,0.11409395973154363,0.37583892617449666
0,0,0.2021095077881737,149,0.11333333333333333,0.37333333333333335
0,0,0.4301947801131636,150,0.11258278145695365,0.3708609271523179
0,0,0.3427230976444252,151,0.1118421052631579,0.3684210526315789
0,1,0.5650691652115298,152,0.1111111111111111,0.37254901960784315
0,1,0.544694401321125,153,0.11038961038961038,0.37662337662337664
0,0,0.2072098823812077,154,0.10967741935483871,0.3741935483870968
0,0,0.3958480905202665,155,0.10897435897435898,0.3717948717948718
0,0,0.3547008539227241,156,0.10828025477707007,0.36942675159235666
1,1,0.4585850638236419,157,0.11392405063291139,0.37341772151898733
0,0,0.34313516577499376,158,0.11320754716981132,0.3710691823899371
0,0,0.41987290208710437,159,0.1125,0.36875
1,1,0.47753909290642016,160,0.11801242236024845,0.37267080745341613
0,1,0.6307046105188836,161,0.11728395061728394,0.3765432098765432
1,0,0.4427325950966236,162,0.12269938650306748,0.37423312883435583
0,1,0.6008940062526831,163,0.12195121951219512,0.3780487804878049
0,1,0.4844917903267555,164,0.12121212121212122,0.38181818181818183
1,1,0.48433313471457096,165,0.12650602409638553,0.3855421686746988
0,0,0.31191115436471384,166,0.12574850299401197,0.38323353293413176
0,0,0.2502743372150454,167,0.125,0.38095238095238093
0,0,0.37508180606494934,168,0.1242603550295858,0.378698224852071
0,1,0.4955404211704727,169,0.12352941176470589,0.38235294117647056
0,0,0.2735201981874509,170,0.12280701754385964,0.38011695906432746
0,1,0.465298771640025,171,0.12209302325581395,0.38372093023255816
0,0,0.3215585545898313,172,0.12138728323699421,0.3815028901734104
0,1,0.4775179957792365,173,0.1206896551724138,0.3850574712643678
0,0,0.3415167359699848,174,0.12,0.38285714285714284
0,1,0.5567672167261218,175,0.11931818181818182,0.38636363636363635
0,0,0.37216374582929246,176,0.11864406779661017,0.384180790960452
0,0,0.37433497039632285,177,0.11797752808988764,0.38202247191011235
0,0,0.4485269526747639,178,0.11731843575418995,0.37988826815642457
0,1,0.4789694749468637,179,0.11666666666666667,0.38333333333333336
0,0,0.3257786609061525,180,0.11602209944751381,0.3812154696132597
0,1,0.5108456555076338,181,0.11538461538461539,0.38461538461538464
0,0,0.4087674545552815,182,0.11475409836065574,0.3825136612021858
0,0,0.4209863560768362,183,0.11413043478260869,0.3804347826086957
0,0,0.3777812723471875,184,0.11351351351351352,0.3783783783783784
0,0,0.29574129460338605,185,0.11290322580645161,0.3763440860215054
0,0,0.3823794152312437,186,0.11229946524064172,0.37433155080213903
0,0,0.43373818134928854,187,0.11170212765957446,0.3723404255319149
1,0,0.30940697204663203,188,0.1164021164021164,0.37037037037037035
0,0,0.22998965533302157,189,0.11578947368421053,0.3684210526315789
0,0,0.391535932562255,190,0.11518324607329843,0.36649214659685864
0,0,0.4395744144745974,191,0.11458333333333333,0.3645833333333333
0,1,0.4743970140907581,192,0.11398963730569948,0.36787564766839376
0,0,0.3845780338227288,193,0.1134020618556701,0.36597938144329895
0,1,0.4613660373176294,194,0.11282051282051282,0.36923076923076925
0,0,0.42335601797597866,195,0.11224489795918367,0.3673469387755102
0,1,0.4920870354470006,196,0.1116751269035533,0.37055837563451777
0,1,0.5056962963308075,197,0.1111111111111111,0.37373737373737376
0,0,0.25929006835499707,198,0.11055276381909548,0.37185929648241206
0,0,0.4067388212364758,199,0.11,0.37
1,0,0.3659978117447257,200,0.11442786069651742,0.3681592039800995
0,1,0.5825315739989091,201,0.11386138613861387,0.3712871287128713
0,1,0.5726127750026946,202,0.11330049261083744,0.37438423645320196
0,0,0.19959798333893397,203,0.11274509803921569,0.37254901960784315
0,0,0.34826147951481695,204,0.11219512195121951,0.37073170731707317
0,0,0.31551774941240285,205,0.11165048543689321,0.36893203883495146
1,0,0.3277941813775379,206,0.11594202898550725,0.3671497584541063
0,1,0.4964253873301204,207,0.11538461538461539,0.3701923076923077
0,1,0.6946175891483942,208,0.11483253588516747,0.37320574162679426
0,0,0.43022171994478564,209,0.11428571428571428,0.37142857142857144
0,0,0.35112682703874787,210,0.11374407582938388,0.3696682464454976
0,0,0.3352125662484192,211,0.11320754716981132,0.36792452830188677
0,0,0.26930239062170713,212,0.11267605633802817,0.36619718309859156
0,0,0.18138826214690063,213,0.11214953271028037,0.3644859813084112
0,0,0.3163517401690736,214,0.11162790697674418,0.3627906976744186
1,1,0.4660084276495711,215,0.11574074074074074,0.36574074074074076
0,0,0.4096035047200461,216,0.1152073732718894,0.3640552995391705
0,1,0.5268036330060462,217,0.11467889908256881,0.3669724770642202
1,0,0.4208617666506932,218,0.1187214611872146,0.365296803652968
0,1,0.48814739068846524,219,0.11818181818181818,0.36818181818181817
0,1,0.4557098259478206,220,0.11764705882352941,0.37104072398190047
0,1,0.46612946367203606,221,0.11711711711711711,0.3738738738738739
0,0,0.317698066811245,222,0.11659192825112108,0.3721973094170404
0,0,0.3813532808529766,223,0.11607142857142858,0.3705357142857143
1,0,0.24002110949859698,224,0.12,0.3688888888888889
0,0,0.25675641510779645,225,0.11946902654867257,0.3672566371681416
0,1,0.49199633461242964,226,0.11894273127753303,0.3700440528634361
0,1,0.4606907275102687,227,0.11842105263157894,0.37280701754385964
0,0,0.17551550160766788,228,0.11790393013100436,0.37117903930131
0,0,0.30457087956903395,229,0.11739130434782609,0.3695652173913043
0,0,0.43175018403570603,230,0.11688311688311688,0.36796536796536794
1,0,0.4000223495541005,231,0.1206896551724138,0.36637931034482757
0,0,0.28056248558590274,232,0.12017167381974249,0.3648068669527897
0,1,0.5657002803626748,233,0.11965811965811966,0.36752136752136755
0,0,0.3971629430799503,234,0.11914893617021277,0.3659574468085106
0,0,0.4210685537511728,235,0.11864406779661017,0.3644067796610169
1,0,0.2806855967367872,236,0.12236286919831224,0.3628691983122363
0,1,0.4618704578685883,237,0.12184873949579832,0.36554621848739494
0,1,0.4554306186710086,238,0.12133891213389121,0.3682008368200837
0,1,0.47378081137970607,239,0.12083333333333333,0.37083333333333335
0,1,0.5973646743138111,240,0.12033195020746888,0.37344398340248963
0,1,0.5010760501843653,241,0.11983471074380166,0.3760330578512397
0,0,0.1945401008605902,242,0.11934156378600823,0.37448559670781895
0,1,0.4984367447103481,243,0.11885245901639344,0.3770491803278688
0,0,0.409766567034678,244,0.11836734693877551,0.37551020408163266
0,0,0.34465777580903245,245,0.11788617886178862,0.37398373983739835
0,0,0.4288699019074265,246,0.11740890688259109,0.3724696356275304
0,1,0.6263271282067265,247,0.11693548387096774,0.375
0,1,0.665482944755866,248,0.11646586345381527,0.37751004016064255
0,1,0.5471937290611414,249,0.116,0.38
0,0,0.4218235615000762,250,0.11553784860557768,0.3784860557768924
0,0,0.4147934873679696,251,0.11507936507936507,0.376984126984127
0,1,0.4646795583891155,252,0.11462450592885376,0.3794466403162055
0,0,0.35668393983252156,253,0.1141732283464567,0.3779527559055118
0,0,0.2552728904532356,254,0.11372549019607843,0.3764705882352941
0,0,0.43883274656190097,255,0.11328125,0.375
0,0,0.3759460100806222,256,0.11284046692607004,0.3735408560311284
0,0,0.21151834054495428,257,0.1124031007751938,0.37209302325581395
0,1,0.45096065073918395,258,0.11196911196911197,0.3745173745173745
0,0,0.42482954163606906,259,0.11153846153846154,0.3730769230769231
0,0,0.4167889410156455,260,0.1111111111111111,0.3716475095785441
0,1,0.45465772931907733,261,0.11068702290076336,0.37404580152671757
0,1,0.5503220406028083,262,0.11026615969581749,0.376425855513308
0,1,0.513907100619645,263,0.10984848484848485,0.3787878787878788
0,1,0.4899403200704004,264,0.10943396226415095,0.38113207547169814
0,1,0.533739727264126,265,0.10902255639097744,0.38345864661654133
0,0,0.3439062971248967,266,0.10861423220973783,0.38202247191011235
0,0,0.24623815716787673,267,0.10820895522388059,0.3805970149253731
0,0,0.3329406539510214,268,0.10780669144981413,0.379182156133829
0,0,0.36737750755156773,269,0.10740740740740741,0.37777777777777777
0,0,0.2432418077438248,270,0.1070110701107011,0.3763837638376384
0,0,0.29324800535706336,271,0.10661764705882353,0.375
0,0,0.4005474876984361,272,0.10622710622710622,0.37362637362637363
0,0,0.3993006332119554,273,0.10583941605839416,0.3722627737226277
1,0,0.4338171299044015,274,0.10909090909090909,0.3709090909090909
0,1,0.5293532627001326,275,0.10869565217391304,0.37318840579710144
0,0,0.27382897474730283,276,0.10830324909747292,0.37184115523465705
0,0,0.32009297381588725,277,0.1079136690647482,0.37050359712230213
0,0,0.4280893273713143,278,0.10752688172043011,0.36917562724014336
0,0,0.39331420759603397,279,0.10714285714285714,0.3678571428571429
1,1,0.4732215207236754,280,0.1103202846975089,0.3701067615658363
0,0,0.3648543778615431,281,0.1099290780141844,0.36879432624113473
0,0,0.4020328271123607,282,0.10954063604240283,0.3674911660777385
1,0,0.4042747070285075,283,0.11267605633802817,0.36619718309859156
0,1,0.6564915600467329,284,0.11228070175438597,0.3684210526315789
1,1,0.536174562208703,285,0.11538461538461539,0.3706293706293706
0,0,0.4399953038000641,286,0.11498257839721254,0.3693379790940767
0,0,0.34464407568782984,287,0.11458333333333333,0.3680555555555556
0,0,0.4209575472040738,288,0.11418685121107267,0.36678200692041524
1,0,0.28149256608179424,289,0.11724137931034483,0.36551724137931035
0,1,0.7185686901753604,290,0.11683848797250859,0.36769759450171824
0,0,0.34079526382414815,291,0.11643835616438356,0.3664383561643836
0,1,0.5530984685035312,292,0.11604095563139932,0.36860068259385664
1,0,0.4437384169492661,293,0.11904761904761904,0.3673469387755102
0,1,0.4568165132906131,294,0.11864406779661017,0.3694915254237288
0,0,0.24603381167223293,295,0.11824324324324324,0.36824324324324326
0,1,0.5012962267506229,296,0.11784511784511785,0.37037037037037035
0,0,0.284498595609038,297,0.1174496644295302,0.3691275167785235
1,1,0.4664943243824518,298,0.12040133779264214,0.3712374581939799
0,0,0.35806273103289993,299,0.12,0.37
1,0,0.2666927940073769,300,0.12292358803986711,0.3687707641196013
0,1,0.5369571685360645,301,0.12251655629139073,0.3708609271523179
0,1,0.500416848616766,302,0.12211221122112212,0.37293729372937295
0,0,0.3037862910209288,303,0.12171052631578948,0.3717105263157895
0,0,0.3536032689268317,304,0.12131147540983607,0.3704918032786885
0,0,0.22329734386726402,305,0.12091503267973856,0.369281045751634
0,0,0.2877406413213239,306,0.12052117263843648,0.36807817589576547
0,0,0.40768375109529914,307,0.12012987012987013,0.36688311688311687
0,0,0.3136970811423371,308,0.11974110032362459,0.3656957928802589
0,0,0.25037247140844066,309,0.11935483870967742,0.36451612903225805
0,0,0.23052718361185862,310,0.1189710610932476,0.3633440514469453
0,0,0.36089795851017054,311,0.11858974358974358,0.36217948717948717
0,0,0.3504700434578561,312,0.1182108626198083,0.3610223642172524
0,1,0.46236010039621067,313,0.1178343949044586,0.3630573248407643
0,0,0.36495279351543813,314,0.11746031746031746,0.3619047619047619
0,0,0.3048241043900758,315,0.11708860759493671,0.36075949367088606
0,1,0.5112227707313559,316,0.1167192429022082,0.3627760252365931
0,0,0.2302401661510693,317,0.11635220125786164,0.36163522012578614
0,0,0.41542132636222584,318,0.11598746081504702,0.3605015673981191
0,0,0.40797556065855894,319,0.115625,0.359375
0,0,0.40203293180170296,320,0.11526479750778816,0.3582554517133956
0,0,0.2274632965180662,321,0.11490683229813664,0.35714285714285715
0,0,0.3841617157060456,322,0.11455108359133127,0.3560371517027864
0,0,0.41246643786510867,323,0.11419753086419752,0.3549382716049383
0,0,0.372723287369592,324,0.11384615384615385,0.35384615384615387
0,1,0.5068377860277146,325,0.11349693251533742,0.3558282208588957
0,0,0.4247527825765304,326,0.11314984709480122,0.3547400611620795
0,0,0.4084920506598131,327,0.11280487804878049,0.35365853658536583
1,0,0.38446484431052536,328,0.11550151975683891,0.3525835866261398
0,0,0.3307051840233307,329,0.11515151515151516,0.3515151515151515
0,1,0.47034040443560776,330,0.1148036253776435,0.35347432024169184
0,0,0.3947149452808254,331,0.1144578313253012,0.35240963855421686
0,0,0.2599712406824231,332,0.11411411411411411,0.35135135135135137
0,0,0.32512667338633416,333,0.11377245508982035,0.3502994011976048
0,1,0.5276234941670429,334,0.11343283582089553,0.3522388059701492
0,0,0.3411197486401577,335,0.1130952380952381,0.35119047619047616
0,0,0.42463156705968963,336,0.11275964391691394,0.35014836795252224
0,0,0.37535342084924084,337,0.11242603550295859,0.34911242603550297
0,1,0.6623268924733198,338,0.11209439528023599,0.35103244837758113
0,0,0.24264534021958717,339,0.11176470588235295,0.35
0,0,0.32470079112067207,340,0.11143695014662756,0.3489736070381232
0,1,0.5311181091337174,341,0.1111111111111111,0.3508771929824561
1,1,0.5310114812953268,342,0.11370262390670553,0.35276967930029157
0,0,0.3705480373797313,343,0.11337209302325581,0.35174418604651164
0,0,0.44226615499027755,344,0.11304347826086956,0.3507246376811594
0,0,0.44135614077956903,345,0.11271676300578035,0.34971098265895956
0,0,0.2829612428722411,346,0.11239193083573487,0.34870317002881845
0,1,0.5213522146866049,347,0.11206896551724138,0.3505747126436782
0,1,0.46920176995160867,348,0.11174785100286533,0.3524355300859599
0,0,0.3685677887765397,349,0.11142857142857143,0.3514285714285714
0,0,0.3506758500752272,350,0.1111111111111111,0.3504273504273504
0,0,0.3256424000399333,351,0.11079545454545454,0.3494318181818182
0,0,0.36534521997411645,352,0.11048158640226628,0.34844192634560905
1,0,0.42150548906281243,353,0.11299435028248588,0.3474576271186441
1,0,0.3527389941984768,354,0.11549295774647887,0.3464788732394366
1,0,0.41009244519046967,355,0.11797752808988764,0.3455056179775281
1,1,0.5980401686563167,356,0.12044817927170869,0.3473389355742297
0,0,0.3775731713616686,357,0.12011173184357542,0.3463687150837989
0,0,0.41132452136382014,358,0.11977715877437325,0.34540389972144847
0,0,0.31163938826743803,359,0.11944444444444445,0.34444444444444444
0,1,0.6350774669743824,360,0.11911357340720222,0.3462603878116344
1,1,0.54500530768854,361,0.12154696132596685,0.34806629834254144
0,1,0.6823750620971117,362,0.12121212121212122,0.349862258953168
0,0,0.34407926296773866,363,0.12087912087912088,0.3489010989010989
0,0,0.21241352409847164,364,0.12054794520547946,0.34794520547945207
0,0,0.3030204376509059,365,0.12021857923497267,0.3469945355191257
0,0,0.3960714488294145,366,0.11989100817438691,0.3460490463215259
0,0,0.4209552416818757,367,0.11956521739130435,0.3451086956521739
0,0,0.25336637174452414,368,0.11924119241192412,0.34417344173441733
0,0,0.40553375836621025,369,0.11891891891891893,0.34324324324324323
0,0,0.33002117409095605,370,0.11859838274932614,0.3423180592991914
0,1,0.47631658903080076,371,0.11827956989247312,0.34408602150537637
1,1,0.6016846535822078,372,0.12064343163538874,0.34584450402144773
0,0,0.3425702191928789,373,0.12032085561497326,0.3449197860962567
0,1,0.566218083093798,374,0.12,0.3466666666666667
0,1,0.6434933322743428,375,0.1196808510638298,0.3484042553191489
0,1,0.5490361041395311,376,0.11936339522546419,0.35013262599469497
0,1,0.5218174419638113,377,0.11904761904761904,0.35185185185185186
0,0,0.29958370391654077,378,0.11873350923482849,0.35092348284960423
1,0,0.2731138492021228,379,0.12105263157894737,0.35
1,0,0.3735044166116245,380,0.12335958005249344,0.34908136482939633
0,0,0.40458617962177945,381,0.12303664921465969,0.3481675392670157
0,0,0.36196796262123676,382,0.1227154046997389,0.3472584856396867
0,0,0.20659421954504972,383,0.12239583333333333,0.3463541666666667
0,1,0.6057360810153825,384,0.12207792207792208,0.34805194805194806
0,0,0.19308427821343327,385,0.12176165803108809,0.3471502590673575
0,0,0.33448032126525173,386,0.12144702842377261,0.3462532299741602
0,0,0.42180920881678324,387,0.1211340206185567,0.34536082474226804
0,0,0.23916448472702254,388,0.12082262210796915,0.3444730077120823
0,0,0.31688090993222906,389,0.12051282051282051,0.3435897435897436
0,0,0.33653261636855153,390,0.12020460358056266,0.34271099744245526
0,0,0.40892226439197366,391,0.11989795918367346,0.34183673469387754
0,1,0.5459984912660859,392,0.11959287531806616,0.3435114503816794
0,0,0.37323878599292176,393,0.11928934010152284,0.3426395939086294
0,0,0.316678197830505,394,0.1189873417721519,0.34177215189873417
0,0,0.3622851041005931,395,0.11868686868686869,0.3409090909090909
0,0,0.41174668605189685,396,0.11838790931989925,0.34005037783375314
0,1,0.5260622219799027,397,0.11809045226130653,0.3417085427135678
0,1,0.617484300153286,398,0.11779448621553884,0.3433583959899749
0,0,0.34279723438781773,399,0.1175,0.3425
0,0,0.2067585696987117,400,0.1172069825436409,0.341645885286783
0,0,0.39958239346186325,401,0.11691542288557213,0.3407960199004975
1,1,0.6032962217212327,402,0.11910669975186104,0.3424317617866005
1,0,0.3110849987662841,403,0.12128712871287128,0.3415841584158416
1,1,0.496439880836578,404,0.12345679012345678,0.3432098765432099
1,1,0.5767423913699018,405,0.12561576354679804,0.3448275862068966
0,0,0.36043630923286063,406,0.12530712530712532,0.343980343980344
0,0,0.2843996117730739,407,0.125,0.3431372549019608
0,0,0.2410898159818012,408,0.12469437652811736,0.3422982885085575
1,0,0.33575538839130975,409,0.12682926829268293,0.34146341463414637
0,1,0.5263521304806672,410,0.12652068126520682,0.34306569343065696
0,1,0.5547573273105497,411,0.1262135922330097,0.3446601941747573
0,0,0.31061985920928337,412,0.12590799031476999,0.34382566585956414
0,0,0.40870202902927033,413,0.12560386473429952,0.34299516908212563
0,1,0.5955906045822951,414,0.12530120481927712,0.344578313253012
0,0,0.36556136754264423,415,0.125,0.34375
0,0,0.3867657914618269,416,0.12470023980815348,0.34292565947242204
1,1,0.6330053586183384,417,0.12679425837320574,0.3444976076555024
0,0,0.4130332537626633,418,0.12649164677804295,0.3436754176610978
0,1,0.5280619584737639,419,0.1261904761904762,0.34523809523809523
0,0,0.3872672633243782,420,0.12589073634204276,0.34441805225653205
0,1,0.61597187279379,421,0.12559241706161137,0.3459715639810427
0,0,0.2914880498259207,422,0.12529550827423167,0.34515366430260047
0,1,0.47706245226063293,423,0.125,0.3466981132075472
1,1,0.5870888374171647,424,0.12705882352941175,0.34823529411764703
0,1,0.5991874391022352,425,0.1267605633802817,0.34976525821596244
0,1,0.5325954967555776,426,0.12646370023419204,0.351288056206089
0,0,0.2260045292874576,427,0.1261682242990654,0.35046728971962615
0,0,0.3138303801666679,428,0.1258741258741259,0.34965034965034963
0,1,0.6005018466123521,429,0.12558139534883722,0.3511627906976744
0,0,0.2522786615753715,430,0.12529002320185614,0.3503480278422274
0,0,0.4445877795193588,431,0.125,0.34953703703703703
0,0,0.33681804802822607,432,0.12471131639722864,0.34872979214780603
0,0,0.1861865350181172,433,0.12442396313364056,0.347926267281106
